_ID_,_VAL_
2,0.29186366073625464
3,0.25270280587986327
4,0.15956294469446397
6,0.5113071100626071
7,0.3106157609142962
8,0.34110389332671576
12,0.14455955142382448
13,0.37658529605498514
15,0.2470932089955621
16,0.21083902847886823
17,0.3485721154255676
18,0.23075254322453492
19,0.13862666712557406
26,0.4923094130603862
27,0.21144286658610395
30,0.5401475985181681
33,0.13023523494273254
34,0.4771619079451578
36,0.29237487443006477
37,0.16284105402093016
40,0.5382742032201421
43,0.3776256574973557
44,0.2572831317301676
45,0.2204816897344215
47,0.1830995993393432
51,0.2825422682038697
53,0.35227585217371893
57,0.24649766009009755
60,0.547468062425184
62,0.6449514641191127
64,0.23887168182157426
65,0.5557379030265835
66,0.6442852229128417
67,0.3595085725223755
71,0.3914145881616773
72,0.6222343116028689
75,0.30230685506387667
80,0.5514393137264277
83,0.5321073637260774
86,0.28531426957721145
87,0.17049507573190548
92,0.4199899530119953
95,0.4450415253353807
97,0.3634389571876673
99,0.545964593079042
101,0.5082694894510661
102,0.19790957730308995
105,0.5740379961733433
110,0.13044225559639985
111,0.6103054294217278
112,0.3847122246581878
115,0.3014780668163954
116,0.21709435928679646
118,0.5081650526967644
120,0.1514062239715615
121,0.32520456773383116
123,0.6351996785505734
125,0.24762172260638302
127,0.5209224126286736
128,0.16166635233126497
131,0.2139152934322853
133,0.6081239967498688
135,0.6115757842810914
140,0.3158033232593805
145,0.5242490073088576
146,0.6282304466191624
147,0.5031799466906272
150,0.1985033765065317
151,0.3925339453349688
155,0.23201851282830818
156,0.40451961495781935
158,0.5473879335924178
159,0.1946574059499374
161,0.15704423286842636
164,0.31609314102803493
165,0.27150305795049917
167,0.30352239942583004
170,0.57990961959213
171,0.2742435772558086
172,0.15453586832007224
173,0.5155334763379227
174,0.6195471893742933
175,0.27113861715842735
176,0.3402115735097624
179,0.40930343467201297
182,0.14790635460033538
185,0.6193551203440351
188,0.17248150905329226
189,0.4122420444569357
191,0.4392856799900793
192,0.25247578964408834
193,0.1823566614583108
194,0.4831218971960055
195,0.5665959793291782
197,0.3241901901253924
199,0.33275788436199455
201,0.2692248796894093
202,0.1856038386180643
203,0.638501346003753
208,0.605700511651606
209,0.37758728064741237
210,0.22344565854442042
212,0.5959424411311502
213,0.303162993219132
214,0.2570573122957093
218,0.2521519204117217
220,0.6194019069519253
222,0.19385253942176695
223,0.5658799094670391
226,0.2068026275732169
231,0.4347519857903699
232,0.3819085584018775
233,0.6640906195544377
234,0.3953593638721218
236,0.16443493083873575
238,0.15062768260749954
240,0.40729665762440415
244,0.3073044281081757
245,0.2049759748360732
246,0.4850353701297174
248,0.2038368604038016
251,0.5284607970236626
257,0.1827046020806795
258,0.21948507801695244
260,0.4264705860525668
261,0.44097167917277336
263,0.3411538104754364
264,0.1697033550678879
266,0.24982103721980456
268,0.3991143644155475
270,0.3662440627083405
271,0.36130413917644694
275,0.5006681427480614
276,0.4933624240509436
280,0.3596405673595307
282,0.3674331652882641
283,0.19960825732347007
284,0.3480931936591068
286,0.17753895216664511
287,0.3381095129393691
288,0.2882868751240252
289,0.37391873745973503
290,0.6189973953910428
291,0.39812056477306845
292,0.36144637534626023
293,0.3113875459802165
298,0.5221792123707475
303,0.3872420929859264
306,0.3331941787023047
309,0.45700003762091246
311,0.3282000602505978
316,0.2278918412018088
317,0.3032236431305324
318,0.3495359497578557
319,0.474989997004445
320,0.3523499484604836
321,0.3529948010716528
323,0.38226284379956554
324,0.3340920982908102
326,0.40436105165576314
327,0.4409722287008421
330,0.344689556501167
332,0.3381095129393691
334,0.36145836290947897
336,0.35686016953004196
337,0.3792454934054199
338,0.3124180646287215
339,0.3337973237150081
342,0.3127016662510325
344,0.3911999020299471
345,0.57990961959213
348,0.5898363772393211
350,0.3269970256979855
352,0.4087818894910269
353,0.549892543582156
355,0.18794999094466572
360,0.5641149071403454
361,0.2779684769936299
362,0.37811180061487104
365,0.3696069261450522
367,0.4000936157446839
371,0.49797765632275426
372,0.3385483166051768
374,0.3184502213820218
379,0.3779668881283332
381,0.366387128012309
383,0.5467802423182301
384,0.2708144367234777
385,0.3067442071667692
387,0.29746817217281823
389,0.3021041676278028
391,0.277341681127672
397,0.33030199459798854
398,0.3446547599126781
400,0.3729177656366851
403,0.4300343413084974
404,0.3762613352830608
405,0.3435806236322378
407,0.3714872218544503
408,0.29294030201670407
409,0.3808476780828834
411,0.3446547599126781
413,0.37621121729314966
414,0.43782626781254713
415,0.4922225947232906
418,0.3927823479073463
423,0.4091853556744796
425,0.1808218273997916
426,0.2132293214329656
431,0.4057377197490588
433,0.36752956401766124
434,0.20300390039126984
439,0.35731590260872337
445,0.3405797524025166
446,0.3528540529466254
447,0.25263213916505695
451,0.44955745872738767
453,0.4647314284424496
457,0.35050587353867385
463,0.4161513311804062
465,0.4349914803941783
467,0.48178303151585117
468,0.42205578884475553
469,0.3911999020299471
470,0.1700095375106794
474,0.1921371954750223
475,0.4130260073009363
478,0.6187566193439484
479,0.3911999020299471
482,0.32713062286544603
487,0.21055711143717543
488,0.35318225769975914
489,0.5020343554982939
491,0.46821534465260206
492,0.2635686526525886
493,0.3714872218544503
495,0.35485107364790514
496,0.26990180013662496
497,0.32043152928593993
499,0.4079478417252725
501,0.30695434143944283
502,0.4219774717913696
503,0.36988175533373996
507,0.250855146032732
508,0.3831018777904196
510,0.32867091138099036
511,0.5289545521535791
514,0.3679980609532064
515,0.3818967357050623
516,0.30168251642767585
519,0.5200746203198996
524,0.5641979028492211
526,0.7041239859192898
527,0.7427647596872299
530,0.362817916403159
533,0.394937722666372
535,0.3882606790174781
537,0.4218570567314425
538,0.3037835237074947
